INTEGER;CATEGORICAL;STRING;DOUBLE
#;Estado;Nome Município;Valor
2019;MINAS GERAIS;ITAMARANDIBA;4300471
2020;MINAS GERAIS;ITAMARATI DE MINAS;195327
2021;MINAS GERAIS;ITAMBACURI;2886788
2022;MINAS GERAIS;ITAMBE DO MATO DENTRO;200265
2023;MINAS GERAIS;ITAMOGI;518353
2024;MINAS GERAIS;ITAMONTE;780873
2025;MINAS GERAIS;ITANHANDU;385961
2026;MINAS GERAIS;ITANHOMI;1361108
2027;MINAS GERAIS;ITAOBIM;2402738
2028;MINAS GERAIS;ITAPAGIPE;795979
2029;MINAS GERAIS;ITAPECERICA;904713
2030;MINAS GERAIS;ITAPEVA;410436
2031;MINAS GERAIS;ITATIAIUCU;722105
2032;MINAS GERAIS;ITAUNA;2020667
2033;MINAS GERAIS;ITAVERAVA;570635
2034;MINAS GERAIS;ITINGA;2293516
2035;MINAS GERAIS;ITUETA;570241
2036;MINAS GERAIS;ITUIUTABA;3337546
2037;MINAS GERAIS;ITUMIRIM;440432
2038;MINAS GERAIS;ITURAMA;1905536
2039;MINAS GERAIS;ITUTINGA;229066
2040;MINAS GERAIS;JABOTICATUBAS;1304504
2041;MINAS GERAIS;JACINTO;1930570
2042;MINAS GERAIS;JACUI;348307
2043;MINAS GERAIS;JACUTINGA;488326
2044;MINAS GERAIS;JAGUARACU;177718
2045;MINAS GERAIS;JANAUBA;7615428
2046;MINAS GERAIS;JANUARIA;8948980
2047;MINAS GERAIS;JAPARAIBA;171534
2048;MINAS GERAIS;JECEABA;547933
2049;MINAS GERAIS;JEQUERI;1272396
2050;MINAS GERAIS;JEQUITAI;1214110
2051;MINAS GERAIS;JEQUITIBA;400904
2052;MINAS GERAIS;JEQUITINHONHA;3620493
2053;MINAS GERAIS;JESUANIA;485087
2054;MINAS GERAIS;JOAIMA;2295874
2055;MINAS GERAIS;JOANESIA;523924
2056;MINAS GERAIS;JOAO MONLEVADE;3061859
2057;MINAS GERAIS;JOAO PINHEIRO;2722145
2058;MINAS GERAIS;JOAQUIM FELICIO;438366
2059;MINAS GERAIS;JORDANIA;1449717
2060;MINAS GERAIS;NOVA UNIAO;501991
2061;MINAS GERAIS;JUIZ DE FORA;13615536
2062;MINAS GERAIS;JURAMENTO;500828
2063;MINAS GERAIS;JURUAIA;404621
2064;MINAS GERAIS;LADAINHA;2585620
2065;MINAS GERAIS;LAGAMAR;518779
2066;MINAS GERAIS;LAGOA DA PRATA;1926657
2067;MINAS GERAIS;LAGOA DOS PATOS;665776
2068;MINAS GERAIS;LAGOA DOURADA;510425
2069;MINAS GERAIS;LAGOA FORMOSA;942776
2070;MINAS GERAIS;LAGOA SANTA;2527727
2071;MINAS GERAIS;LAJINHA;2240387
2072;MINAS GERAIS;LAMBARI;1238486
2073;MINAS GERAIS;LAMIM;427506
2074;MINAS GERAIS;LARANJAL;586711
2075;MINAS GERAIS;LASSANCE;699119
2076;MINAS GERAIS;LAVRAS;2571745
2077;MINAS GERAIS;LEANDRO FERREIRA;138416
2078;MINAS GERAIS;LEOPOLDINA;3035447
2079;MINAS GERAIS;LIBERDADE;560188
2080;MINAS GERAIS;LIMA DUARTE;1199859
2081;MINAS GERAIS;LUMINARIAS;386560
2082;MINAS GERAIS;LUZ;1140256
2083;MINAS GERAIS;MACHACALIS;1002038
2084;MINAS GERAIS;MACHADO;1854130
2085;MINAS GERAIS;MADRE DE DEUS DE MINAS;389557
2086;MINAS GERAIS;MALACACHETA;2311693
2087;MINAS GERAIS;MANGA;3148105
2088;MINAS GERAIS;MANHUACU;4036848
2089;MINAS GERAIS;MANHUMIRIM;1715268
2090;MINAS GERAIS;MANTENA;1746234
2091;MINAS GERAIS;MARAVILHAS;592867
2092;MINAS GERAIS;MAR DE ESPANHA;381710
2093;MINAS GERAIS;MARIA DA FE;1203834
2094;MINAS GERAIS;MARIANA;3218528
2095;MINAS GERAIS;MARILAC;576510
2096;MINAS GERAIS;MARIPA DE MINAS;241936
2097;MINAS GERAIS;MARLIERIA;347036
2098;MINAS GERAIS;MARMELOPOLIS;388829
2099;MINAS GERAIS;MARTINHO CAMPOS;569441
2100;MINAS GERAIS;MATERLANDIA;649929
2101;MINAS GERAIS;MATEUS LEME;1684216
2102;MINAS GERAIS;MATIAS BARBOSA;525789
2103;MINAS GERAIS;MATIPO;1840207
2104;MINAS GERAIS;MATO VERDE;1866990
2105;MINAS GERAIS;MATOZINHOS;2245870
2106;MINAS GERAIS;MATUTINA;167492
2107;MINAS GERAIS;MEDEIROS;152311
2108;MINAS GERAIS;MEDINA;2681253
2109;MINAS GERAIS;MENDES PIMENTEL;850658
2110;MINAS GERAIS;MERCES;1013453
2111;MINAS GERAIS;MESQUITA;612374
2112;MINAS GERAIS;MINAS NOVAS;3924168
2113;MINAS GERAIS;MINDURI;291540
2114;MINAS GERAIS;MIRABELA;1958191
2115;MINAS GERAIS;MIRADOURO;1141541
2116;MINAS GERAIS;MIRAI;824363
2117;MINAS GERAIS;MOEDA;308373
2118;MINAS GERAIS;MOEMA;653161
2119;MINAS GERAIS;MONJOLOS;256790
2120;MINAS GERAIS;MONSENHOR PAULO;380571
2121;MINAS GERAIS;MONTALVANIA;1985676
2122;MINAS GERAIS;MONTE ALEGRE DE MINAS;978647
2123;MINAS GERAIS;MONTE AZUL;2988068
2124;MINAS GERAIS;MONTE BELO;905825
2125;MINAS GERAIS;MONTE CARMELO;2233969
2126;MINAS GERAIS;MONTE SANTO DE MINAS;660138
2127;MINAS GERAIS;MONTES CLAROS;22815406
2128;MINAS GERAIS;MONTE SIAO;552511
2129;MINAS GERAIS;MORADA NOVA DE MINAS;565615
2130;MINAS GERAIS;MORRO DA GARCA;227280
2131;MINAS GERAIS;MORRO DO PILAR;329192
2132;MINAS GERAIS;MUNHOZ;598470
2133;MINAS GERAIS;MURIAE;5006153
2134;MINAS GERAIS;MUTUM;2134575
2135;MINAS GERAIS;MUZAMBINHO;1321574
2136;MINAS GERAIS;NACIP RAYDAN;473563
2137;MINAS GERAIS;NANUQUE;3232889
2138;MINAS GERAIS;NATERCIA;151081
2139;MINAS GERAIS;NAZARENO;700032
2140;MINAS GERAIS;NEPOMUCENO;1561812
2141;MINAS GERAIS;NOVA ERA;862573
2142;MINAS GERAIS;NOVA LIMA;1817696
2143;MINAS GERAIS;NOVA MODICA;523571
2144;MINAS GERAIS;NOVA PONTE;556061
2145;MINAS GERAIS;NOVA RESENDE;582579
2146;MINAS GERAIS;NOVA SERRANA;1391892
2147;MINAS GERAIS;NOVO CRUZEIRO;5273523
2148;MINAS GERAIS;OLARIA;180801
2149;MINAS GERAIS;OLIMPIO NORONHA;188639
2150;MINAS GERAIS;OLIVEIRA;1690055
2151;MINAS GERAIS;OLIVEIRA FORTES;191786
2152;MINAS GERAIS;ONCA DE PITANGUI;227424
2153;MINAS GERAIS;OURO BRANCO;645077
2154;MINAS GERAIS;OURO FINO;919949
2155;MINAS GERAIS;OURO PRETO;3139220
2156;MINAS GERAIS;OURO VERDE DE MINAS;947516
2157;MINAS GERAIS;PADRE PARAISO;2574872
2158;MINAS GERAIS;PAINEIRAS;250221
2159;MINAS GERAIS;PAINS;410192
2160;MINAS GERAIS;PAIVA;91335
2161;MINAS GERAIS;PALMA;582162
2162;MINAS GERAIS;FRONTEIRA DOS VALES;768305
2163;MINAS GERAIS;PAPAGAIOS;1170336
2164;MINAS GERAIS;PARACATU;3860354
2165;MINAS GERAIS;PARA DE MINAS;1853707
2166;MINAS GERAIS;PARAGUACU;702441
2167;MINAS GERAIS;PARAISOPOLIS;931125
2168;MINAS GERAIS;PARAOPEBA;1720103
2169;MINAS GERAIS;PASSABEM;157732
2170;MINAS GERAIS;PASSA QUATRO;667442
2171;MINAS GERAIS;PASSA TEMPO;334151
2172;MINAS GERAIS;PASSA VINTE;117398
2173;MINAS GERAIS;PASSOS;4280043
2174;MINAS GERAIS;PATOS DE MINAS;3137479
2175;MINAS GERAIS;PATROCINIO;5622772
2176;MINAS GERAIS;PATROCINIO DO MURIAE;327515
2177;MINAS GERAIS;PAULA CANDIDO;839839
2178;MINAS GERAIS;PAULISTAS;646850
2179;MINAS GERAIS;PAVAO;1098046
2180;MINAS GERAIS;PECANHA;2229621
2181;MINAS GERAIS;PEDRA AZUL;3007536
2182;MINAS GERAIS;PEDRA DO ANTA;454402
2183;MINAS GERAIS;PEDRA DO INDAIA;130617
2184;MINAS GERAIS;PEDRA DOURADA;157135
2185;MINAS GERAIS;PEDRALVA;627709
2186;MINAS GERAIS;PEDRINOPOLIS;251205
2187;MINAS GERAIS;PEDRO LEOPOLDO;1875688
2188;MINAS GERAIS;PEDRO TEIXEIRA;229023
2189;MINAS GERAIS;PEQUERI;69310
2190;MINAS GERAIS;PEQUI;242106
2191;MINAS GERAIS;PERDIGAO;309598
2192;MINAS GERAIS;PERDIZES;761801
2193;MINAS GERAIS;PERDOES;837440
2194;MINAS GERAIS;PESCADOR;478330
2195;MINAS GERAIS;PIAU;225356
2196;MINAS GERAIS;PIEDADE DE PONTE NOVA;314610
2197;MINAS GERAIS;PIEDADE DO RIO GRANDE;278364
2198;MINAS GERAIS;PIEDADE DOS GERAIS;561660
2199;MINAS GERAIS;PIMENTA;581628
2200;MINAS GERAIS;PIRACEMA;374625
2201;MINAS GERAIS;PIRAJUBA;271085
2202;MINAS GERAIS;PIRANGA;1925343
2203;MINAS GERAIS;PIRANGUCU;449746
2204;MINAS GERAIS;PIRANGUINHO;375470
2205;MINAS GERAIS;PIRAPETINGA;799642
2206;MINAS GERAIS;PIRAPORA;4405090
2207;MINAS GERAIS;PIRAUBA;609096
2208;MINAS GERAIS;PITANGUI;837874
2209;MINAS GERAIS;PIUI;1657219
2210;MINAS GERAIS;PLANURA;526968
2211;MINAS GERAIS;POCO FUNDO;562626
2212;MINAS GERAIS;POCOS DE CALDAS;3134760
2213;MINAS GERAIS;POCRANE;1159901
2214;MINAS GERAIS;POMPEU;2088190
2215;MINAS GERAIS;PONTE NOVA;3052808
2216;MINAS GERAIS;PORTEIRINHA;5122410
2217;MINAS GERAIS;PORTO FIRME;1315487
2218;MINAS GERAIS;POTE;2000224
2219;MINAS GERAIS;POUSO ALEGRE;2775249
2220;MINAS GERAIS;POUSO ALTO;302318
2221;MINAS GERAIS;PRADOS;244457
2222;MINAS GERAIS;PRATA;1265943
2223;MINAS GERAIS;PRATAPOLIS;445373
2224;MINAS GERAIS;PRATINHA;93841
2225;MINAS GERAIS;PRESIDENTE BERNARDES;735205
2226;MINAS GERAIS;PRESIDENTE JUSCELINO;310155
2227;MINAS GERAIS;PRESIDENTE KUBITSCHEK;406553
2228;MINAS GERAIS;PRESIDENTE OLEGARIO;1811540
2229;MINAS GERAIS;ALTO JEQUITIBA;885589
2230;MINAS GERAIS;PRUDENTE DE MORAIS;702590
2231;MINAS GERAIS;QUARTEL GERAL;219182
2232;MINAS GERAIS;QUELUZITA;89505
2233;MINAS GERAIS;RAPOSOS;573758
2234;MINAS GERAIS;RAUL SOARES;2326396
2235;MINAS GERAIS;RECREIO;702233
2236;MINAS GERAIS;RESENDE COSTA;613864
2237;MINAS GERAIS;RESPLENDOR;1392096
2238;MINAS GERAIS;RESSAQUINHA;421667
2239;MINAS GERAIS;RIACHO DOS MACHADOS;1529339
2240;MINAS GERAIS;RIBEIRAO DAS NEVES;18089848
2241;MINAS GERAIS;RIBEIRAO VERMELHO;151059
2242;MINAS GERAIS;RIO ACIMA;367222
2243;MINAS GERAIS;RIO CASCA;1441386
2244;MINAS GERAIS;RIO DOCE;193582
2245;MINAS GERAIS;RIO DO PRADO;707899
2246;MINAS GERAIS;RIO ESPERA;724238
2247;MINAS GERAIS;RIO MANSO;285964
2248;MINAS GERAIS;RIO NOVO;707298
2249;MINAS GERAIS;RIO PARANAIBA;649826
2250;MINAS GERAIS;RIO PARDO DE MINAS;3990032
2251;MINAS GERAIS;RIO PIRACICABA;1343639
2252;MINAS GERAIS;RIO POMBA;706609
2253;MINAS GERAIS;RIO PRETO;531042
2254;MINAS GERAIS;RIO VERMELHO;1882679
2255;MINAS GERAIS;RITAPOLIS;328917
2256;MINAS GERAIS;ROCHEDO DE MINAS;155350
2257;MINAS GERAIS;RODEIRO;280721
2258;MINAS GERAIS;ROMARIA;201131
2259;MINAS GERAIS;RUBELITA;1297258
2260;MINAS GERAIS;RUBIM;1352589
2261;MINAS GERAIS;SABARA;4399272
2262;MINAS GERAIS;SABINOPOLIS;1644918
2263;MINAS GERAIS;SACRAMENTO;1051742
2264;MINAS GERAIS;SALINAS;3727390
2265;MINAS GERAIS;SALTO DA DIVISA;889231
2266;MINAS GERAIS;SANTA BARBARA;1575864
2267;MINAS GERAIS;SANTA BARBARA DO TUGURIO;535216
2268;MINAS GERAIS;SANTA CRUZ DO ESCALVADO;520198
2269;MINAS GERAIS;SANTA EFIGENIA DE MINAS;706307
2270;MINAS GERAIS;SANTA FE DE MINAS;468654
2271;MINAS GERAIS;SANTA JULIANA;748422
2272;MINAS GERAIS;SANTA LUZIA;12526208
2273;MINAS GERAIS;SANTA MARGARIDA;1865566
2274;MINAS GERAIS;SANTA MARIA DE ITABIRA;768208
2275;MINAS GERAIS;SANTA MARIA DO SALTO;756380
2276;MINAS GERAIS;SANTA MARIA DO SUACUI;1909329
2277;MINAS GERAIS;SANTANA DA VARGEM;668268
2278;MINAS GERAIS;SANTANA DE CATAGUASES;265889
2279;MINAS GERAIS;SANTANA DE PIRAPAMA;928181
2280;MINAS GERAIS;SANTANA DO DESERTO;157656
2281;MINAS GERAIS;SANTANA DO GARAMBEU;227852
2282;MINAS GERAIS;SANTANA DO JACARE;481161
2283;MINAS GERAIS;SANTANA DO MANHUACU;884092
2284;MINAS GERAIS;SANTANA DO RIACHO;403743
2285;MINAS GERAIS;SANTANA DOS MONTES;322425
2286;MINAS GERAIS;SANTA RITA DE CALDAS;456561
2287;MINAS GERAIS;SANTA RITA DE JACUTINGA;505010
2288;MINAS GERAIS;SANTA RITA DO IBITIPOCA;326212
2289;MINAS GERAIS;SANTA RITA DO ITUETO;682840
2290;MINAS GERAIS;SANTA RITA DO SAPUCAI;1320058
2291;MINAS GERAIS;SANTA ROSA DA SERRA;365254
2292;MINAS GERAIS;SANTA VITORIA;1216269
2293;MINAS GERAIS;SANTO ANTONIO DO AMPARO;1739429
2294;MINAS GERAIS;SANTO ANTONIO DO AVENTUREIRO;218623
2295;MINAS GERAIS;SANTO ANTONIO DO GRAMA;228556
2296;MINAS GERAIS;SANTO ANTONIO DO ITAMBE;567282
2297;MINAS GERAIS;SANTO ANTONIO DO JACINTO;1935646
2298;MINAS GERAIS;SANTO ANTONIO DO MONTE;1230786
2299;MINAS GERAIS;SANTO ANTONIO DO RIO ABAIXO;173706
2300;MINAS GERAIS;SANTO HIPOLITO;448124
2301;MINAS GERAIS;SANTOS DUMONT;3045633
2302;MINAS GERAIS;SAO BENTO ABADE;287383
2303;MINAS GERAIS;SAO BRAS DO SUACUI;169966
2304;MINAS GERAIS;SAO DOMINGOS DO PRATA;1115403
2305;MINAS GERAIS;SAO FRANCISCO;8213742
2306;MINAS GERAIS;SAO FRANCISCO DE PAULA;575297
2307;MINAS GERAIS;SAO FRANCISCO DE SALES;288477
2308;MINAS GERAIS;SAO FRANCISCO DO GLORIA;474515
2309;MINAS GERAIS;SAO GERALDO;690174
2310;MINAS GERAIS;SAO GERALDO DA PIEDADE;533351
2311;MINAS GERAIS;SAO GONCALO DO ABAETE;565695
2312;MINAS GERAIS;SAO GONCALO DO PARA;624892
2313;MINAS GERAIS;SAO GONCALO DO RIO ABAIXO;677388
2314;MINAS GERAIS;SAO GONCALO DO SAPUCAI;1465461
2315;MINAS GERAIS;SAO GOTARDO;1744076
2316;MINAS GERAIS;SAO JOAO BATISTA DO GLORIA;189163
2317;MINAS GERAIS;SAO JOAO DA MATA;190430
2318;MINAS GERAIS;SAO JOAO DA PONTE;4095939
2319;MINAS GERAIS;SAO JOAO DEL REI;3832246
2320;MINAS GERAIS;SAO JOAO DO ORIENTE;693525
2321;MINAS GERAIS;SAO JOAO DO PARAISO;2807996
2322;MINAS GERAIS;SAO JOAO EVANGELISTA;1885428
2323;MINAS GERAIS;SAO JOAO NEPOMUCENO;1531810
2324;MINAS GERAIS;SAO JOSE DA SAFIRA;632232
2325;MINAS GERAIS;SAO JOSE DA VARGINHA;224860
2326;MINAS GERAIS;SAO JOSE DO ALEGRE;208211
2327;MINAS GERAIS;SAO JOSE DO DIVINO;457850
2328;MINAS GERAIS;SAO JOSE DO GOIABAL;482056
2329;MINAS GERAIS;SAO JOSE DO JACURI;959653
2330;MINAS GERAIS;SAO JOSE DO MANTIMENTO;285520
2331;MINAS GERAIS;SAO LOURENCO;1943275
2332;MINAS GERAIS;SAO MIGUEL DO ANTA;793314
2333;MINAS GERAIS;SAO PEDRO DA UNIAO;398875
2334;MINAS GERAIS;SAO PEDRO DOS FERROS;591441
2335;MINAS GERAIS;SAO PEDRO DO SUACUI;751103
2336;MINAS GERAIS;SAO ROMAO;1229312
2337;MINAS GERAIS;SAO ROQUE DE MINAS;400379
2338;MINAS GERAIS;SAO SEBASTIAO DA BELA VISTA;166744
2339;MINAS GERAIS;SAO SEBASTIAO DO MARANHAO;1570256
2340;MINAS GERAIS;SAO SEBASTIAO DO OESTE;361301
2341;MINAS GERAIS;SAO SEBASTIAO DO PARAISO;2639181
2342;MINAS GERAIS;SAO SEBASTIAO DO RIO PRETO;122904
2343;MINAS GERAIS;SAO SEBASTIAO DO RIO VERDE;90490
2344;MINAS GERAIS;SAO TIAGO;344922
2345;MINAS GERAIS;SAO TOMAS DE AQUINO;401006
2346;MINAS GERAIS;SAO TOME DAS LETRAS;442606
2347;MINAS GERAIS;SAO VICENTE DE MINAS;507537
2348;MINAS GERAIS;SAPUCAI-MIRIM;504520
2349;MINAS GERAIS;SARDOA;638858
2350;MINAS GERAIS;SENADOR CORTES;146081
2351;MINAS GERAIS;SENADOR FIRMINO;786448
2352;MINAS GERAIS;SENADOR JOSE BENTO;93891
2353;MINAS GERAIS;SENADOR MODESTINO GONCALVES;732897
2354;MINAS GERAIS;SENHORA DE OLIVEIRA;596998
2355;MINAS GERAIS;SENHORA DO PORTO;475696
2356;MINAS GERAIS;SENHORA DOS REMEDIOS;1114709
2357;MINAS GERAIS;SERICITA;794189
2358;MINAS GERAIS;SERITINGA;79651
2359;MINAS GERAIS;SERRA AZUL DE MINAS;595204
2360;MINAS GERAIS;SERRA DA SAUDADE;27639
2361;MINAS GERAIS;SERRA DOS AIMORES;962077
2362;MINAS GERAIS;SERRA DO SALITRE;965623
2363;MINAS GERAIS;SERRANIA;538670
2364;MINAS GERAIS;SERRANOS;200115
2365;MINAS GERAIS;SERRO;2090452
2366;MINAS GERAIS;SETE LAGOAS;7701846
2367;MINAS GERAIS;SILVEIRANIA;154821
2368;MINAS GERAIS;SILVIANOPOLIS;292010
2369;MINAS GERAIS;SIMAO PEREIRA;199838
2370;MINAS GERAIS;SIMONESIA;1674166
2371;MINAS GERAIS;SOBRALIA;735878
2372;MINAS GERAIS;SOLEDADE DE MINAS;252998
2373;MINAS GERAIS;TABULEIRO;345691
2374;MINAS GERAIS;TAIOBEIRAS;3649383
2375;MINAS GERAIS;TAPIRA;155256
2376;MINAS GERAIS;TAPIRAI;68883
2377;MINAS GERAIS;TAQUARACU DE MINAS;419362
2378;MINAS GERAIS;TARUMIRIM;1781805
2379;MINAS GERAIS;TEIXEIRAS;977073
2380;MINAS GERAIS;TEOFILO OTONI;10195832
2381;MINAS GERAIS;TIMOTEO;2579295
2382;MINAS GERAIS;TIRADENTES;336418
2383;MINAS GERAIS;TIROS;397800
2384;MINAS GERAIS;TOCANTINS;991033
2385;MINAS GERAIS;TOLEDO;407848
2386;MINAS GERAIS;TOMBOS;551579
2387;MINAS GERAIS;TRES CORACOES;4169395
2388;MINAS GERAIS;TRES PONTAS;2820306
2389;MINAS GERAIS;TUMIRITINGA;773024
2390;MINAS GERAIS;TUPACIGUARA;2032833
2391;MINAS GERAIS;TURMALINA;1797453
2392;MINAS GERAIS;TURVOLANDIA;424760
2393;MINAS GERAIS;UBA;3627652
2394;MINAS GERAIS;UBAI;1618888
2395;MINAS GERAIS;UBERABA;5367376
2396;MINAS GERAIS;UBERLANDIA;9840619
2397;MINAS GERAIS;UMBURATIBA;370465
2398;MINAS GERAIS;UNAI;3134433
2399;MINAS GERAIS;URUCANIA;600128
2400;MINAS GERAIS;VARGEM BONITA;158144
2401;MINAS GERAIS;VARGINHA;1710344
2402;MINAS GERAIS;VARZEA DA PALMA;3110145
2403;MINAS GERAIS;VARZELANDIA;3098700
2404;MINAS GERAIS;VAZANTE;1503608
2405;MINAS GERAIS;WENCESLAU BRAZ;164521
2406;MINAS GERAIS;VERISSIMO;182924
2407;MINAS GERAIS;VESPASIANO;4905065
2408;MINAS GERAIS;VICOSA;3738815
2409;MINAS GERAIS;VIEIRAS;287764
2410;MINAS GERAIS;MATHIAS LOBATO;491829
2411;MINAS GERAIS;VIRGEM DA LAPA;1921125
2412;MINAS GERAIS;VIRGINIA;993995
2413;MINAS GERAIS;VIRGINOPOLIS;788398
2414;MINAS GERAIS;VIRGOLANDIA;863876
2415;MINAS GERAIS;VISCONDE DO RIO BRANCO;2058896
2416;MINAS GERAIS;VOLTA GRANDE;459413
2417;MINAS GERAIS;ITAU DE MINAS;577412
2418;PARÁ;ANAPU;3239988
2419;PARÁ;BANNACH;363474
2420;PARÁ;BELTERRA;2465564
2421;PARÁ;CACHOEIRA DO PIRIA;3335109
2422;PARÁ;CANAA DOS CARAJAS;2568815
2423;PARÁ;CURUA;2124304
2424;PARÁ;FLORESTA DO ARAGUAIA;2731218
2425;PARÁ;MARITUBA;13188706
2426;PARÁ;NOVA IPIXUNA;1982820
2427;PARÁ;PICARRA;2070926
2428;PARÁ;PLACAS;2680870
2429;PARÁ;QUATIPURU;2149263
2430;PARÁ;SAO JOAO DA PONTA;766307
2431;PARÁ;SAPUCAIA;507087
2432;PARÁ;TRACUATEUA;4578945
2433;PARÁ;SANTA BARBARA DO PARA;1974092
2434;PARÁ;SANTA LUZIA DO PARA;3285930
2435;PARÁ;TERRA ALTA;1759396
2436;PARÁ;ABEL FIGUEIREDO;901997
2437;PARÁ;ELDORADO DOS CARAJAS;3958672
2438;PARÁ;PALESTINA DO PARA;1432747
2439;PARÁ;SAO DOMINGOS DO ARAGUAIA;3547625
2440;PARÁ;AGUA AZUL DO NORTE;3334712
2441;PARÁ;CUMARU DO NORTE;1502772
2442;PARÁ;PAU D'ARCO;1095802
2443;PARÁ;AURORA DO PARA;3765844
2444;PARÁ;NOVA ESPERANCA DO PIRIA;3731324
2445;PARÁ;SAO JOAO DE PIRABAS;3739116
2446;PARÁ;TAILANDIA;9203328
2447;PARÁ;TUCUMA;2856803
2448;PARÁ;URUARA;5526110
2449;PARÁ;ABAETETUBA;20789967
2450;PARÁ;ACARA;7634502
2451;PARÁ;AFUA;5431486
2452;PARÁ;ALENQUER;8717259
2453;PARÁ;ALMEIRIM;3405534
2454;PARÁ;ALTAMIRA;8884177
2455;PARÁ;ANAJAS;4623011
2456;PARÁ;ANANINDEUA;39295477
2457;PARÁ;AUGUSTO CORREA;7042500
2458;PARÁ;AVEIRO;2853685
2459;PARÁ;BAGRE;3065568
2460;PARÁ;BAIAO;4871732
2461;PARÁ;BARCARENA;9932416
2462;PARÁ;BELEM;88137289
2463;PARÁ;BENEVIDES;5843594
2464;PARÁ;BONITO;1682419
2465;PARÁ;BRAGANCA;18210695
2466;PARÁ;BREVES;13718452
2467;PARÁ;BUJARU;4380045
2468;PARÁ;CACHOEIRA DO ARARI;2885806
2469;PARÁ;CAMETA;18838053
2470;PARÁ;CAPANEMA;8778473
2471;PARÁ;CAPITAO POCO;9404322
2472;PARÁ;CASTANHAL;19454319
2473;PARÁ;CHAVES;2431179
2474;PARÁ;COLARES;1746917
2475;PARÁ;CONCEICAO DO ARAGUAIA;5825189
2476;PARÁ;CURRALINHO;4557420
2477;PARÁ;CURUCA;5326476
2478;PARÁ;FARO;1610265
2479;PARÁ;GURUPA;3600912
2480;PARÁ;IGARAPE-ACU;4906305
2481;PARÁ;IGARAPE-MIRI;9758668
2482;PARÁ;INHANGAPI;1249866
2483;PARÁ;IRITUIA;4741584
2484;PARÁ;ITAITUBA;14653657
2485;PARÁ;ITUPIRANGA;6590800
2486;PARÁ;JACUNDA;6556574
2487;PARÁ;JURUTI;4988831
2488;PARÁ;LIMOEIRO DO AJURU;3977923
2489;PARÁ;MAGALHAES BARATA;1292881
2490;PARÁ;MARABA;19287343
2491;PARÁ;MARACANA;4776545
2492;PARÁ;MARAPANIM;4288592
2493;PARÁ;MELGACO;3682877
2494;PARÁ;MOCAJUBA;4389602
2495;PARÁ;MOJU;10124396
2496;PARÁ;MONTE ALEGRE;9844863
2497;PARÁ;MUANA;4474735
2498;PARÁ;NOVA TIMBOTEUA;1836958
2499;PARÁ;OBIDOS;6969476
2500;PARÁ;OEIRAS DO PARA;4667196
2501;PARÁ;ORIXIMINA;7379797
2502;PARÁ;OUREM;2606626
2503;PARÁ;PARAGOMINAS;11963721
2504;PARÁ;PEIXE-BOI;1285201
2505;PARÁ;PONTA DE PEDRAS;3773615
2506;PARÁ;PORTEL;6900142
2507;PARÁ;PORTO DE MOZ;4418138
2508;PARÁ;PRAINHA;4861747
2509;PARÁ;PRIMAVERA;1779690
2510;PARÁ;SALINOPOLIS;4132927
2511;PARÁ;SALVATERRA;2809673
2512;PARÁ;SANTA CRUZ DO ARARI;775019
2513;PARÁ;SANTA ISABEL DO PARA;7013464
2514;PARÁ;SANTA MARIA DO PARA;4023555
2515;PARÁ;SANTANA DO ARAGUAIA;3105060
2516;PARÁ;SANTAREM;29562866
2517;PARÁ;SANTAREM NOVO;1015705
2518;PARÁ;SANTO ANTONIO DO TAUA;4090033
2519;PARÁ;SAO CAETANO DE ODIVELAS;2597313
2520;PARÁ;SAO DOMINGOS DO CAPIM;4757123
2521;PARÁ;SAO FELIX DO XINGU;5581908
2522;PARÁ;SAO FRANCISCO DO PARA;1744838
2523;PARÁ;SAO JOAO DO ARAGUAIA;1963481
2524;PARÁ;SAO MIGUEL DO GUAMA;7341767
2525;PARÁ;SAO SEBASTIAO DA BOA VISTA;4085531
2526;PARÁ;SENADOR JOSE PORFIRIO;2463744
2527;PARÁ;SOURE;3127913
2528;PARÁ;TOME-ACU;8459555
2529;PARÁ;TUCURUI;10918636
2530;PARÁ;VIGIA;6628627
2531;PARÁ;VISEU;10375263
2532;PARÁ;REDENCAO;6838833
2533;PARÁ;RIO MARIA;1415338
2534;PARÁ;XINGUARA;3050478
2535;PARÁ;RONDON DO PARA;5439206
2536;PARÁ;BOM JESUS DO TOCANTINS;1899194
2537;PARÁ;BREJO GRANDE DO ARAGUAIA;1307632
2538;PARÁ;CONCORDIA DO PARA;3742703
2539;PARÁ;CURIONOPOLIS;3174357
2540;PARÁ;DOM ELISEU;5093009
2541;PARÁ;GARRAFAO DO NORTE;4735009
2542;PARÁ;MAE DO RIO;3830933
2543;PARÁ;MEDICILANDIA;3559755
2544;PARÁ;OURILANDIA DO NORTE;2254262
2545;PARÁ;PACAJA;6383021
2546;PARÁ;PARAUAPEBAS;8422577
2547;PARÁ;RUROPOLIS;3431430
2548;PARÁ;SANTA MARIA DAS BARREIRAS;2851120
2549;PARÁ;SAO GERALDO DO ARAGUAIA;4088186
2550;PARÁ;IPIXUNA DO PARA;5262498
2551;PARÁ;ULIANOPOLIS;4155294
2552;PARÁ;BREU BRANCO;8054028
2553;PARÁ;GOIANESIA DO PARA;4048503
2554;PARÁ;NOVO REPARTIMENTO;8267205
2555;PARÁ;JACAREACANGA;2183680
