INTEGER;CATEGORICAL;STRING;DOUBLE
#;Estado;Nome Município;Valor
2842;PARANÁ;ANGULO;121293
2843;PARANÁ;FAROL;263645
2844;PARANÁ;RANCHO ALEGRE D'OESTE;191137
2845;PARANÁ;SAO MANOEL DO PARANA;51932
2846;PARANÁ;NOVO ITACOLOMI;218299
2847;PARANÁ;SANTA MONICA;368162
2848;PARANÁ;BRASILANDIA DO SUL;225577
2849;PARANÁ;VILA ALTA;159277
2850;PARANÁ;ITAIPULANDIA;354283
2851;PARANÁ;RAMILANDIA;342861
2852;PARANÁ;ENTRE RIOS DO OESTE;74440
2853;PARANÁ;MERCEDES;78398
2854;PARANÁ;PATO BRAGADO;106821
2855;PARANÁ;QUATRO PONTES;41012
2856;PARANÁ;ABATIA;782072
2857;PARANÁ;ADRIANOPOLIS;651581
2858;PARANÁ;AGUDOS DO SUL;594418
2859;PARANÁ;ALMIRANTE TAMANDARE;4123673
2860;PARANÁ;ALTO PARANA;812861
2861;PARANÁ;ALTO PIQUIRI;670446
2862;PARANÁ;ALVORADA DO SUL;518339
2863;PARANÁ;AMAPORA;465610
2864;PARANÁ;AMPERE;723743
2865;PARANÁ;ANDIRA;1068711
2866;PARANÁ;ANTONINA;1521019
2867;PARANÁ;ANTONIO OLINTO;619950
2868;PARANÁ;APUCARANA;3354626
2869;PARANÁ;ARAPONGAS;1919440
2870;PARANÁ;ARAPOTI;1861541
2871;PARANÁ;ARARUNA;568863
2872;PARANÁ;MARILANDIA DO SUL;379286
2873;PARANÁ;ARAUCARIA;5585780
2874;PARANÁ;ASSAI;830314
2875;PARANÁ;ASTORGA;607230
2876;PARANÁ;ATALAIA;190227
2877;PARANÁ;BALSA NOVA;611871
2878;PARANÁ;BANDEIRANTES;1851813
2879;PARANÁ;BARBOSA FERRAZ;905620
2880;PARANÁ;BARRACAO;758147
2881;PARANÁ;BARRA DO JACARE;162814
2882;PARANÁ;BELA VISTA DO PARAISO;601753
2883;PARANÁ;BITURUNA;1221711
2884;PARANÁ;BOA ESPERANCA;293108
2885;PARANÁ;BOCAIUVA DO SUL;781563
2886;PARANÁ;BOM SUCESSO;383586
2887;PARANÁ;BORRAZOPOLIS;346904
2888;PARANÁ;CAFEARA;132177
2889;PARANÁ;CALIFORNIA;169577
2890;PARANÁ;CAMBARA;1096982
2891;PARANÁ;CAMBE;3233992
2892;PARANÁ;CAMBIRA;395488
2893;PARANÁ;CAMPINA DA LAGOA;1130244
2894;PARANÁ;CAMPINA GRANDE DO SUL;1554443
2895;PARANÁ;CAMPO DO TENENTE;625647
2896;PARANÁ;CAMPO LARGO;4001559
2897;PARANÁ;CAMPO MOURAO;4509158
2898;PARANÁ;CANDIDO DE ABREU;1979091
2899;PARANÁ;CAPANEMA;1001814
2900;PARANÁ;CAPITAO LEONIDAS MARQUES;861868
2901;PARANÁ;CARLOPOLIS;851355
2902;PARANÁ;CASCAVEL;9219707
2903;PARANÁ;CASTRO;3717997
2904;PARANÁ;CATANDUVAS;718205
2905;PARANÁ;CENTENARIO DO SUL;675172
2906;PARANÁ;CERRO AZUL;2313439
2907;PARANÁ;CHOPINZINHO;1326739
2908;PARANÁ;CIANORTE;942975
2909;PARANÁ;CIDADE GAUCHA;253410
2910;PARANÁ;CLEVELANDIA;1270115
2911;PARANÁ;MANGUEIRINHA;1638841
2912;PARANÁ;COLOMBO;7402133
2913;PARANÁ;COLORADO;474553
2914;PARANÁ;CONGONHINHAS;819573
2915;PARANÁ;CONSELHEIRO MAIRINCK;327229
2916;PARANÁ;CONTENDA;840425
2917;PARANÁ;CORBELIA;944082
2918;PARANÁ;CORNELIO PROCOPIO;1548881
2919;PARANÁ;CORONEL VIVIDA;1261925
2920;PARANÁ;CRUZEIRO DO OESTE;748126
2921;PARANÁ;CRUZEIRO DO SUL;281809
2922;PARANÁ;CRUZ MACHADO;1079809
2923;PARANÁ;CURITIBA;40188242
2924;PARANÁ;CURIUVA;1373951
2925;PARANÁ;DIAMANTE DO NORTE;294004
2926;PARANÁ;DOIS VIZINHOS;939260
2927;PARANÁ;DOUTOR CAMARGO;169234
2928;PARANÁ;ENEAS MARQUES;326974
2929;PARANÁ;ENGENHEIRO BELTRAO;597846
2930;PARANÁ;FAXINAL;995181
2931;PARANÁ;FENIX;273192
2932;PARANÁ;FLORAI;80304
2933;PARANÁ;FLORESTA;158426
2934;PARANÁ;FLORESTOPOLIS;619311
2935;PARANÁ;FLORIDA;316795
2936;PARANÁ;FORMOSA DO OESTE;337770
2937;PARANÁ;FOZ DO IGUACU;13112971
2938;PARANÁ;FRANCISCO BELTRAO;3559027
2939;PARANÁ;GENERAL CARNEIRO;1434874
2940;PARANÁ;GOIO-ERE;1151495
2941;PARANÁ;GUAIRA;1913943
2942;PARANÁ;GUAIRACA;400029
2943;PARANÁ;GUAPIRAMA;209808
2944;PARANÁ;GUAPOREMA;61470
2945;PARANÁ;GUARACI;169135
2946;PARANÁ;GUARANIACU;848868
2947;PARANÁ;GUARAPUAVA;12181045
2948;PARANÁ;GUARAQUECABA;1112202
2949;PARANÁ;GUARATUBA;1974109
2950;PARANÁ;IBAITI;1625027
2951;PARANÁ;IBIPORA;1649497
2952;PARANÁ;ICARAIMA;391457
2953;PARANÁ;IGUARACU;144724
2954;PARANÁ;IMBITUVA;2223968
2955;PARANÁ;INACIO MARTINS;1217383
2956;PARANÁ;INAJA;160981
2957;PARANÁ;IPIRANGA;1104647
2958;PARANÁ;IPORA;578789
2959;PARANÁ;IRATI;808708
2960;PARANÁ;IRETAMA;1331708
2961;PARANÁ;ITAGUAJE;379713
2962;PARANÁ;ITAMBARACA;524075
2963;PARANÁ;ITAMBE;153025
2964;PARANÁ;ITAPEJARA D'OESTE;536930
2965;PARANÁ;ITAUNA DO SUL;323856
2966;PARANÁ;IVAI;944732
2967;PARANÁ;IVAIPORA;2200053
2968;PARANÁ;IVATUBA;57927
2969;PARANÁ;JABOTI;219922
2970;PARANÁ;JACAREZINHO;1906836
2971;PARANÁ;JAGUAPITA;279405
2972;PARANÁ;JAGUARIAIVA;1705059
2973;PARANÁ;JANDAIA DO SUL;711146
2974;PARANÁ;JANIOPOLIS;485563
2975;PARANÁ;JAPIRA;310071
2976;PARANÁ;JAPURA;209585
2977;PARANÁ;JARDIM ALEGRE;1212481
2978;PARANÁ;JARDIM OLINDA;123614
2979;PARANÁ;JATAIZINHO;834975
2980;PARANÁ;JOAQUIM TAVORA;319008
2981;PARANÁ;JUNDIAI DO SUL;330036
2982;PARANÁ;JUSSARA;323486
2983;PARANÁ;KALORE;311229
2984;PARANÁ;LAPA;2289649
2985;PARANÁ;LARANJEIRAS DO SUL;1894171
2986;PARANÁ;LEOPOLIS;246649
2987;PARANÁ;LOANDA;723001
2988;PARANÁ;LOBATO;134428
2989;PARANÁ;LONDRINA;12938842
2990;PARANÁ;LUPIONOPOLIS;265213
2991;PARANÁ;MALLET;761499
2992;PARANÁ;MAMBORE;700225
2993;PARANÁ;MANDAGUACU;742927
2994;PARANÁ;MANDAGUARI;1333369
2995;PARANÁ;MANDIRITUBA;1556323
2996;PARANÁ;MANOEL RIBAS;1312465
2997;PARANÁ;MARECHAL CANDIDO RONDON;689397
2998;PARANÁ;MARIA HELENA;239717
2999;PARANÁ;MARIALVA;1118844
3000;PARANÁ;MARILUZ;820812
3001;PARANÁ;MARINGA;4813772
3002;PARANÁ;MARIOPOLIS;268855
3003;PARANÁ;MARMELEIRO;1017158
3004;PARANÁ;MARUMBI;276147
3005;PARANÁ;MATELANDIA;967822
3006;PARANÁ;MEDIANEIRA;1012803
3007;PARANÁ;MIRADOR;95738
3008;PARANÁ;MIRASELVA;40988
3009;PARANÁ;MOREIRA SALES;1206734
3010;PARANÁ;MORRETES;1208845
3011;PARANÁ;MUNHOZ DE MELO;123152
3012;PARANÁ;NOSSA SENHORA DAS GRACAS;142080
3013;PARANÁ;NOVA ALIANCA DO IVAI;58047
3014;PARANÁ;NOVA AMERICA DA COLINA;287835
3015;PARANÁ;NOVA CANTU;838493
3016;PARANÁ;NOVA ESPERANCA;1375328
3017;PARANÁ;NOVA FATIMA;571640
3018;PARANÁ;NOVA LONDRINA;522964
3019;PARANÁ;ORTIGUEIRA;2987202
3020;PARANÁ;OURIZONA;127202
3021;PARANÁ;PAICANDU;905718
3022;PARANÁ;PALMAS;3161422
3023;PARANÁ;PALMEIRA;1492339
3024;PARANÁ;PALMITAL;1763003
3025;PARANÁ;PALOTINA;724671
3026;PARANÁ;PARAISO DO NORTE;154084
3027;PARANÁ;PARANACITY;450999
3028;PARANÁ;PARANAGUA;6912631
3029;PARANÁ;PARANAPOEMA;195181
3030;PARANÁ;PARANAVAI;3002368
3031;PARANÁ;PATO BRANCO;2447977
3032;PARANÁ;PAULA FREITAS;326160
3033;PARANÁ;PAULO FRONTIN;229767
3034;PARANÁ;PEABIRU;825410
3035;PARANÁ;PEROLA D'OESTE;357016
3036;PARANÁ;PIEN;462315
3037;PARANÁ;PINHALAO;370553
3038;PARANÁ;PINHAO;3544519
3039;PARANÁ;PIRAI DO SUL;1514532
3040;PARANÁ;PIRAQUARA;4995024
3041;PARANÁ;PITANGA;2695867
3042;PARANÁ;PLANALTINA DO PARANA;275666
3043;PARANÁ;PLANALTO;983975
3044;PARANÁ;PONTA GROSSA;8240024
3045;PARANÁ;PORECATU;672438
3046;PARANÁ;PORTO AMAZONAS;320693
3047;PARANÁ;PORTO RICO;141772
3048;PARANÁ;PORTO VITORIA;176654
3049;PARANÁ;PRESIDENTE CASTELO BRANCO;153451
3050;PARANÁ;PRIMEIRO DE MAIO;481197
3051;PARANÁ;PRUDENTOPOLIS;3794878
3052;PARANÁ;QUATIGUA;351517
3053;PARANÁ;QUATRO BARRAS;371288
3054;PARANÁ;QUERENCIA DO NORTE;959342
3055;PARANÁ;QUINTA DO SOL;238368
3056;PARANÁ;QUITANDINHA;1204526
3057;PARANÁ;RANCHO ALEGRE;235174
3058;PARANÁ;REALEZA;514013
3059;PARANÁ;REBOUCAS;1395038
3060;PARANÁ;RENASCENCA;562024
3061;PARANÁ;RESERVA;2245065
3062;PARANÁ;RIBEIRAO CLARO;542383
3063;PARANÁ;RIBEIRAO DO PINHAL;1242782
3064;PARANÁ;RIO AZUL;794194
3065;PARANÁ;RIO BOM;90871
3066;PARANÁ;RIO BRANCO DO SUL;3208503
3067;PARANÁ;RIO NEGRO;1291365
3068;PARANÁ;ROLANDIA;1193529
3069;PARANÁ;RONCADOR;1037358
3070;PARANÁ;RONDON;192108
3071;PARANÁ;SABAUDIA;194547
3072;PARANÁ;SALGADO FILHO;468301
3073;PARANÁ;SALTO DO ITARARE;461978
3074;PARANÁ;SALTO DO LONTRA;1029953
3075;PARANÁ;SANTA AMELIA;415728
3076;PARANÁ;SANTA CECILIA DO PAVAO;301412
3077;PARANÁ;SANTA CRUZ DO MONTE CASTELO;634347
3078;PARANÁ;SANTA FE;166945
3079;PARANÁ;SANTA INES;78251
3080;PARANÁ;SANTA ISABEL DO IVAI;235318
3081;PARANÁ;SANTA IZABEL DO OESTE;805051
3082;PARANÁ;SANTA MARIANA;833716
3083;PARANÁ;SANTANA DO ITARARE;572979
3084;PARANÁ;SANTO ANTONIO DO SUDOESTE;1869449
3085;PARANÁ;SANTO ANTONIO DA PLATINA;1671576
3086;PARANÁ;SANTO ANTONIO DO CAIUA;173903
3087;PARANÁ;SANTO ANTONIO DO PARAISO;152094
3088;PARANÁ;SANTO INACIO;198540
3089;PARANÁ;SAO CARLOS DO IVAI;261508
3090;PARANÁ;SAO JERONIMO DA SERRA;1303520
3091;PARANÁ;SAO JOAO;472945
3092;PARANÁ;SAO JOAO DO CAIUA;264332
3093;PARANÁ;SAO JOAO DO IVAI;617930
3094;PARANÁ;SAO JOAO DO TRIUNFO;1222133
3095;PARANÁ;SAO JORGE DO IVAI;169938
3096;PARANÁ;SAO JORGE D'OESTE;637519
3097;PARANÁ;SAO JOSE DA BOA VISTA;654463
3098;PARANÁ;SAO JOSE DOS PINHAIS;5604072
3099;PARANÁ;SAO MATEUS DO SUL;1722863
3100;PARANÁ;SAO MIGUEL DO IGUACU;1251458
3101;PARANÁ;SAO PEDRO DO IVAI;498185
3102;PARANÁ;SAO PEDRO DO PARANA;104972
3103;PARANÁ;SAO SEBASTIAO DA AMOREIRA;530681
3104;PARANÁ;SAO TOME;116667
3105;PARANÁ;SAPOPEMA;606153
3106;PARANÁ;SENGES;1776418
3107;PARANÁ;SERTANEJA;256911
3108;PARANÁ;SERTANOPOLIS;943074
3109;PARANÁ;SIQUEIRA CAMPOS;936764
3110;PARANÁ;TAMBOARA;112886
3111;PARANÁ;TAPEJARA;295827
3112;PARANÁ;TEIXEIRA SOARES;881491
3113;PARANÁ;TELEMACO BORBA;3191924
3114;PARANÁ;TERRA BOA;243041
3115;PARANÁ;TERRA RICA;516897
3116;PARANÁ;TERRA ROXA;349648
3117;PARANÁ;TIBAGI;1530680
3118;PARANÁ;TIJUCAS DO SUL;1042770
3119;PARANÁ;TOLEDO;2111081
3120;PARANÁ;TOMAZINA;637288
3121;PARANÁ;TUNEIRAS DO OESTE;439043
3122;PARANÁ;UBIRATA;1112134
3123;PARANÁ;UMUARAMA;1765401
3124;PARANÁ;UNIAO DA VITORIA;2109248
3125;PARANÁ;UNIFLOR;82811
3126;PARANÁ;URAI;758040
3127;PARANÁ;WENCESLAU BRAZ;1594136
3128;PARANÁ;VERE;541697
3129;PARANÁ;VITORINO;470012
3130;PARANÁ;XAMBRE;444663
3131;PARANÁ;ALTONIA;730780
3132;PARANÁ;ASSIS CHATEAUBRIAND;1432689
3133;PARANÁ;QUEDAS DO IGUACU;2943870
3134;PARANÁ;CEU AZUL;532653
3135;PARANÁ;GRANDES RIOS;566686
3136;PARANÁ;INDIANOPOLIS;79393
3137;PARANÁ;MATINHOS;1497315
3138;PARANÁ;NOVA AURORA;454969
3139;PARANÁ;NOVA OLIMPIA;180069
3140;PARANÁ;PEROLA;285114
3141;PARANÁ;SANTA HELENA;829795
3142;PARANÁ;TAPIRA;126018
3143;PARANÁ;MARILENA;584684
3144;PARANÁ;FRANCISCO ALVES;499087
3145;PARANÁ;NOVA SANTA ROSA;213132
3146;PARANÁ;BOA VISTA DA APARECIDA;815512
3147;PARANÁ;BRAGANEY;403537
3148;PARANÁ;CAFELANDIA;426782
3149;PARANÁ;TRES BARRAS DO PARANA;1181910
3150;PARANÁ;VERA CRUZ DO OESTE;575933
3151;PARANÁ;PRANCHITA;424703
3152;PARANÁ;TUPASSI;459062
3153;PARANÁ;NOVA PRATA DO IGUACU;654774
3154;PARANÁ;JESUITAS;596218
3155;PARANÁ;SAO JORGE DO PATROCINIO;353576
3156;PARANÁ;CANTAGALO;1539554
3157;PARANÁ;TURVO;1795936
3158;PARANÁ;ALTAMIRA DO PARANA;524430
3159;PARANÁ;FIGUEIRA;966618
3160;PARANÁ;LUNARDELLI;444493
3161;PARANÁ;SARANDI;3491460
3162;PARANÁ;JURANDA;400567
3163;PARANÁ;DOURADINA;261467
3164;PARANÁ;SANTA TEREZINHA DE ITAIPU;830588
3165;PARANÁ;MISSAL;547604
3166;PARANÁ;SAO JOSE DAS PALMEIRAS;286647
3167;PARANÁ;ROSARIO DO IVAI;175452
3168;PARANÁ;CAMPO BONITO;556011
3169;PARANÁ;SULINA;268874
3170;PARANÁ;CORUMBATAI DO SUL;327124
3171;PARANÁ;LUIZIANA;499017
3172;PARANÁ;NOVA TEBAS;1099246
3173;PARANÁ;DIAMANTE D'OESTE;495310
3174;PARANÁ;GODOY MOREIRA;183247
3175;PARANÁ;IBEMA;527437
3176;PARANÁ;IVATE;226133
3177;PARANÁ;LINDOESTE;498224
3178;PARANÁ;OURO VERDE DO OESTE;314614
3179;PARANÁ;SANTA TEREZA DO OESTE;620999
3180;PARANÁ;BOM SUCESSO DO SUL;182466
3181;PARANÁ;HONORIO SERPA;723223
3182;PARANÁ;FAZENDA RIO GRANDE;3958982
3183;PERNAMBUCO;ARACOIABA;2968835
3184;PERNAMBUCO;CASINHAS;2576228
3185;PERNAMBUCO;JAQUEIRA;2366772
3186;PERNAMBUCO;JATOBA;2256676
3187;PERNAMBUCO;LAGOA GRANDE;4252251
3188;PERNAMBUCO;MANARI;3757180
3189;PERNAMBUCO;SANTA FILOMENA;3129001
3190;PERNAMBUCO;TAMANDARE;3166154
3191;PERNAMBUCO;LAGOA DO CARRO;2515322
3192;PERNAMBUCO;VERTENTE DO LERIO;1655020
3193;PERNAMBUCO;XEXEU;3024134
3194;PERNAMBUCO;JUCATI;2021854
3195;PERNAMBUCO;SANTA CRUZ;2686335
3196;PERNAMBUCO;DORMENTES;3069644
3197;PERNAMBUCO;AFOGADOS DA INGAZEIRA;5964434
3198;PERNAMBUCO;AFRANIO;3589621
3199;PERNAMBUCO;AGRESTINA;4039664
3200;PERNAMBUCO;AGUA PRETA;6484926
3201;PERNAMBUCO;AGUAS BELAS;8376508
3202;PERNAMBUCO;ALAGOINHA;2542186
3203;PERNAMBUCO;ALIANCA;5892163
3204;PERNAMBUCO;ALTINHO;3586922
3205;PERNAMBUCO;AMARAJI;4258350
3206;PERNAMBUCO;ANGELIM;1704292
3207;PERNAMBUCO;ARARIPINA;15372705
3208;PERNAMBUCO;ARCOVERDE;9289028
3209;PERNAMBUCO;BARRA DE GUABIRABA;2324077
3210;PERNAMBUCO;BARREIROS;7421454
3211;PERNAMBUCO;BELEM DE MARIA;2027841
3212;PERNAMBUCO;BELEM DE SAO FRANCISCO;4043528
3213;PERNAMBUCO;BELO JARDIM;12447676
3214;PERNAMBUCO;BETANIA;2472269
3215;PERNAMBUCO;BEZERROS;10682054
3216;PERNAMBUCO;BODOCO;6867807
3217;PERNAMBUCO;BOM CONSELHO;8106766
3218;PERNAMBUCO;BOM JARDIM;6941462
3219;PERNAMBUCO;BONITO;7352209
3220;PERNAMBUCO;BREJAO;1944138
3221;PERNAMBUCO;BREJINHO;1541343
3222;PERNAMBUCO;BREJO DA MADRE DE DEUS;7610626
3223;PERNAMBUCO;BUENOS AIRES;1988062
3224;PERNAMBUCO;BUIQUE;9620617
3225;PERNAMBUCO;CABO DE SANTO AGOSTINHO;20255234
3226;PERNAMBUCO;CABROBO;6106052
3227;PERNAMBUCO;CACHOEIRINHA;3058988
3228;PERNAMBUCO;CAETES;5079203
3229;PERNAMBUCO;CALCADO;1897394
3230;PERNAMBUCO;CALUMBI;1565659
3231;PERNAMBUCO;CAMOCIM DE SAO FELIX;2583603
3232;PERNAMBUCO;CAMUTANGA;1195702
3233;PERNAMBUCO;CANHOTINHO;3945527
3234;PERNAMBUCO;CAPOEIRAS;3724289
3235;PERNAMBUCO;CARNAIBA;3485794
3236;PERNAMBUCO;CARPINA;9457258
3237;PERNAMBUCO;CARUARU;31222443
3238;PERNAMBUCO;CATENDE;6182078
3239;PERNAMBUCO;CEDRO;2041970
3240;PERNAMBUCO;CHA DE ALEGRIA;1996779
3241;PERNAMBUCO;CHA GRANDE;3210221
3242;PERNAMBUCO;CONDADO;3630742
3243;PERNAMBUCO;CORRENTES;3091838
3244;PERNAMBUCO;CORTES;2406008
3245;PERNAMBUCO;CUMARU;3562882
3246;PERNAMBUCO;CUPIRA;4203789
3247;PERNAMBUCO;CUSTODIA;6134621
3248;PERNAMBUCO;ESCADA;10750863
3249;PERNAMBUCO;EXU;6017656
3250;PERNAMBUCO;FEIRA NOVA;3373365
3251;PERNAMBUCO;FERREIROS;1678627
3252;PERNAMBUCO;FLORES;4420095
3253;PERNAMBUCO;FLORESTA;4540856
3254;PERNAMBUCO;FREI MIGUELINHO;2606692
3255;PERNAMBUCO;GAMELEIRA;4484642
3256;PERNAMBUCO;GARANHUNS;14576612
3257;PERNAMBUCO;GLORIA DO GOITA;4418720
3258;PERNAMBUCO;GOIANA;10812801
3259;PERNAMBUCO;GRANITO;1365648
3260;PERNAMBUCO;GRAVATA;12147359
3261;PERNAMBUCO;IATI;3796060
3262;PERNAMBUCO;IBIMIRIM;5426313
3263;PERNAMBUCO;IBIRAJUBA;1352341
3264;PERNAMBUCO;IGARASSU;14648986
3265;PERNAMBUCO;IGUARACI;2251099
3266;PERNAMBUCO;INAJA;3652472
3267;PERNAMBUCO;INGAZEIRA;740678
3268;PERNAMBUCO;IPOJUCA;9849794
3269;PERNAMBUCO;IPUBI;5617380
3270;PERNAMBUCO;ITACURUBA;718407
3271;PERNAMBUCO;ITAIBA;5167044
3272;PERNAMBUCO;ITAMARACA;2859615
3273;PERNAMBUCO;ITAPETIM;2609163
3274;PERNAMBUCO;ITAQUITINGA;2475266
3275;PERNAMBUCO;JABOATAO DOS GUARARAPES;66874506
3276;PERNAMBUCO;JATAUBA;3048697
3277;PERNAMBUCO;JOAO ALFREDO;5259450
3278;PERNAMBUCO;JOAQUIM NABUCO;2879243
3279;PERNAMBUCO;JUPI;2626550
3280;PERNAMBUCO;JUREMA;2784197
3281;PERNAMBUCO;LAGOA DO ITAENGA;3287003
3282;PERNAMBUCO;LAGOA DO OURO;2424977
3283;PERNAMBUCO;LAGOA DOS GATOS;2919227
3284;PERNAMBUCO;LAJEDO;5544350
3285;PERNAMBUCO;LIMOEIRO;8406401
3286;PERNAMBUCO;MACAPARANA;4103414
3287;PERNAMBUCO;MACHADOS;2091061
3288;PERNAMBUCO;MARAIAL;2339184
3289;PERNAMBUCO;MIRANDIBA;2829769
3290;PERNAMBUCO;MORENO;6973372
3291;PERNAMBUCO;NAZARE DA MATA;4020525
3292;PERNAMBUCO;OLINDA;37271616
3293;PERNAMBUCO;OROBO;3611538
3294;PERNAMBUCO;OROCO;2872279
3295;PERNAMBUCO;OURICURI;11767641
3296;PERNAMBUCO;PALMARES;8686821
3297;PERNAMBUCO;PALMEIRINA;1723893
3298;PERNAMBUCO;PANELAS;4540369
3299;PERNAMBUCO;PARANATAMA;2351966
3300;PERNAMBUCO;PARNAMIRIM;3731921
3301;PERNAMBUCO;PASSIRA;5443236
3302;PERNAMBUCO;PAUDALHO;7121875
3303;PERNAMBUCO;PAULISTA;23805433
3304;PERNAMBUCO;PEDRA;3854525
3305;PERNAMBUCO;PESQUEIRA;10779513
3306;PERNAMBUCO;PETROLANDIA;5315375
3307;PERNAMBUCO;PETROLINA;33406863
3308;PERNAMBUCO;POCAO;2293055
3309;PERNAMBUCO;POMBOS;4363801
3310;PERNAMBUCO;PRIMAVERA;2333907
3311;PERNAMBUCO;QUIPAPA;4253281
3312;PERNAMBUCO;RECIFE;141724926
3313;PERNAMBUCO;RIACHO DAS ALMAS;3495686
3314;PERNAMBUCO;RIBEIRAO;6786774
3315;PERNAMBUCO;RIO FORMOSO;3110502
3316;PERNAMBUCO;SAIRE;2528013
3317;PERNAMBUCO;SALGADINHO;1255330
3318;PERNAMBUCO;SALGUEIRO;7679674
3319;PERNAMBUCO;SALOA;2971602
3320;PERNAMBUCO;SANHARO;3180579
3321;PERNAMBUCO;SANTA CRUZ DO CAPIBARIBE;13718725
3322;PERNAMBUCO;SANTA MARIA DA BOA VISTA;7848896
3323;PERNAMBUCO;SANTA MARIA DO CAMBUCA;2457327
3324;PERNAMBUCO;SANTA TEREZINHA;1845231
3325;PERNAMBUCO;SAO BENEDITO DO SUL;2040562
3326;PERNAMBUCO;SAO BENTO DO UNA;7939905
3327;PERNAMBUCO;SAO CAITANO;6054620
3328;PERNAMBUCO;SAO JOAO;3855793
3329;PERNAMBUCO;SAO JOAQUIM DO MONTE;4065047
3330;PERNAMBUCO;SAO JOSE DA COROA GRANDE;3005483
3331;PERNAMBUCO;SAO JOSE DO BELMONTE;6231615
3332;PERNAMBUCO;SAO JOSE DO EGITO;5105456
3333;PERNAMBUCO;SAO LOURENCO DA MATA;14418341
3334;PERNAMBUCO;SAO VICENTE FERRER;3149438
3335;PERNAMBUCO;SERRA TALHADA;10429369
3336;PERNAMBUCO;SERRITA;3538237
3337;PERNAMBUCO;SERTANIA;6379058
3338;PERNAMBUCO;SIRINHAEM;4665841
3339;PERNAMBUCO;MOREILANDIA;2131841
3340;PERNAMBUCO;SOLIDAO;1222648
3341;PERNAMBUCO;SURUBIM;8985974
3342;PERNAMBUCO;TABIRA;4909195
3343;PERNAMBUCO;TACAIMBO;2451151
3344;PERNAMBUCO;TACARATU;2922106
3345;PERNAMBUCO;ITAMBE;4941368
3346;PERNAMBUCO;TAQUARITINGA DO NORTE;3770413
3347;PERNAMBUCO;TEREZINHA;1350486
3348;PERNAMBUCO;TERRA NOVA;1686925
3349;PERNAMBUCO;TIMBAUBA;7687733
3350;PERNAMBUCO;TORITAMA;5343499
3351;PERNAMBUCO;TRACUNHAEM;2052699
3352;PERNAMBUCO;TRINDADE;4797789
3353;PERNAMBUCO;TRIUNFO;2464043
3354;PERNAMBUCO;TUPANATINGA;4029223
3355;PERNAMBUCO;TUPARETAMA;1463468
3356;PERNAMBUCO;VENTUROSA;2940912
3357;PERNAMBUCO;VERDEJANTE;1832308
3358;PERNAMBUCO;VERTENTES;2895379
3359;PERNAMBUCO;VICENCIA;5093437
3360;PERNAMBUCO;VITORIA DE SANTO ANTAO;20537641
3361;PERNAMBUCO;CAMARAGIBE;12667690
3362;PERNAMBUCO;ABREU E LIMA;13645539
3363;PERNAMBUCO;ITAPISSUMA;3894088
3364;PERNAMBUCO;CARNAUBEIRA DA PENHA;2534873
3365;PERNAMBUCO;QUIXABA;1397551
3366;PERNAMBUCO;SANTA CRUZ DA BAIXA VERDE;2173194
3367;PERNAMBUCO;FERNANDO DE NORONHA;6526
3368;PIAUÍ;ACAUA;1333724
3369;PIAUÍ;ALVORADA DO GURGUEIA;1015576
3370;PIAUÍ;ASSUNCAO DO PIAUI;1608137
3371;PIAUÍ;BARRA D'ALCANTARA;834847
3372;PIAUÍ;BELA VISTA DO PIAUI;713542
3373;PIAUÍ;BELEM DO PIAUI;616633
3374;PIAUÍ;BETANIA DO PIAUI;1476449
3375;PIAUÍ;BOA HORA;1206968
3376;PIAUÍ;BOQUEIRAO DO PIAUI;1302238
3377;PIAUÍ;BREJO DO PIAUI;947202
3378;PIAUÍ;CAJAZEIRAS DO PIAUI;571965
3379;PIAUÍ;CAJUEIRO DA PRAIA;1126543
3380;PIAUÍ;CAMPO ALEGRE DO FIDALGO;1039949
3381;PIAUÍ;CAMPO GRANDE DO PIAUI;1186098
3382;PIAUÍ;CAMPO LARGO DO PIAUI;1451967
3383;PIAUÍ;CAPITAO GERVASIO OLIVEIRA;960623
3384;PIAUÍ;CARAUBAS DO PIAUI;1130929
3385;PIAUÍ;CARIDADE DO PIAUI;1001425
3386;PIAUÍ;CAXINGO;1084042
3387;PIAUÍ;COCAL DE TELHA;934739
3388;PIAUÍ;COCAL DOS ALVES;1273846
3389;PIAUÍ;CURRAIS;1090867
3390;PIAUÍ;CURRALINHOS;786952
3391;PIAUÍ;CURRAL NOVO DO PIAUI;1062771
3392;PIAUÍ;FLORESTA DO PIAUI;490351
3393;PIAUÍ;FRANCISCO MACEDO;458742
3394;PIAUÍ;GEMINIANO;1065768
3395;PIAUÍ;GUARIBAS;1113391
3396;PIAUÍ;ILHA GRANDE;1383864
3397;PIAUÍ;JATOBA DO PIAUI;948363
3398;PIAUÍ;JOAO COSTA;637664
3399;PIAUÍ;JOCA MARQUES;1165150
3400;PIAUÍ;JUAZEIRO DO PIAUI;1074203
3401;PIAUÍ;JULIO BORGES;1036251
3402;PIAUÍ;JUREMA;1040603
3403;PIAUÍ;LAGOINHA DO PIAUI;490496
3404;PIAUÍ;LAGOA DE SAO FRANCISCO;1262965
3405;PIAUÍ;LAGOA DO PIAUI;716916
3406;PIAUÍ;LAGOA DO SITIO;1110062
3407;PIAUÍ;MADEIRO;1407354
3408;PIAUÍ;MASSAPE DO PIAUI;1390703
